moefSNo,state,protectedAreaName,protectedAreaType,notificationStatus,notificationDate,notificationSummary,notificationPdfLink,maps,notificationUploadDate,orderNumber,wikidataId,wikidataLabel,partOf,image,iucnCategory,locatedInAdminTerritorialEntity,coordinateLatitude,coordinateLongitude,significantPlace,heritageDesignation,area,officialWebsite,pageBanner,commonsCategory,osmRelationIds,enwikiUrl,matchConfidence
,South Garo Hills district,Balpakram National Park,National Park,,,,,[],,,Q2979712,Balpakram National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Muntjac%20deer.JPG,IUCN category II: National Park,South Garo Hills district,25.5,90.75,Baghmara,,352,,,Balphakram National Park,,https://en.wikipedia.org/wiki/Balpakram_National_Park,none
,Andaman and Nicobar Islands,Galathea National Park,National Park,,,,,[],,,Q2979723,Galathea National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Caloenas%20nicobarica%20-%20Kragentaube2.jpg,IUCN category II: National Park,Andaman and Nicobar Islands,6.923,93.833,,,110,,,,,https://en.wikipedia.org/wiki/Galathea_National_Park,none
,Nilgiris district,Mukurthi National Park,National Park,,,,,[],,,Q2985390,Mukurthi National Park,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/Niltahr.jpg,IUCN category II: National Park,Nilgiris district,11.266666666,76.475,Ooty,part of UNESCO World Heritage Site,78.46,https://www.forests.tn.gov.in/pages/view/MUKURTHI-NATIONAL-PARK,,Mukurthi National Park,,https://en.wikipedia.org/wiki/Mukurthi_National_Park,none
,Assam,Orang National Park,National Park,,,,,[],,,Q2989176,Orang National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20one-horned%20rhinoceros.jpg,IUCN category II: National Park,Assam,26.61,92.36,,,492.46,,,Orang Tiger Reserve,,https://en.wikipedia.org/wiki/Orang_National_Park,none
,Jaisalmer district,Desert National Park,National Park,,,,,[],,,Q3058213,Desert National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Desert%20National%20Park%20%2850861830528%29.jpg,IUCN category II: National Park,Jaisalmer district; Barmer district,26.316666666,70.516666666,Jaisalmer; Barmer,Tentative World Heritage Site,3162,,,Desert National Park,,https://en.wikipedia.org/wiki/Desert_National_Park,none
,Ferrargunj tehsil,Mount Manipur National Park,National Park,,,,,[],,,Q3091762,Mount Manipur National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Centaur%20Oakblue%20andamans%20at%20Mt%20Harriet%20National%20Park.jpg,IUCN category II: National Park,Ferrargunj tehsil,11.8074,92.7571,,,46.62,,,Mount Harriet National Park,9282503,https://en.wikipedia.org/wiki/Mount_Harriet_National_Park,none
,Peren district,Ntangki National Park,National Park,,,,,[],,,Q3091771,Ntangki National Park,,,IUCN category II: National Park,Peren district,25.56,93.45,,,,,,,,https://en.wikipedia.org/wiki/Ntangki_National_Park,none
,,Mrugavani National Park,National Park,,,,,[],,,Q3092307,Mrugavani National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Daboia%20head.jpg,IUCN category II: National Park,,17.35777778,78.34111111,Hyderabad,,,,,Mrugavani National Park,,https://en.wikipedia.org/wiki/Mrugavani_National_Park,none
,,Sanjay National Park,National Park,,,,,[],,,Q3092341,Sanjay National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Oriolus%20xanthornus%2C%20Black-hooded%20Oriole%2C%20India%202013.jpg,IUCN category II: National Park,,23.968611111,81.655277777,Sidhi,,,,,Sanjay National Park,,https://en.wikipedia.org/wiki/Sanjay_National_Park,none
,Bhopal district,Van Vihar National Park,National Park,,,,,[],,,Q3092357,Van Vihar National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Alligator%20at%20Van%20Vihar%20National%20Park.jpg,IUCN category II: National Park,Bhopal district,23.22948,77.36977,,,,https://vanviharnationalpark.org/,,Van Vihar National Park,,https://en.wikipedia.org/wiki/Van_Vihar_National_Park,none
,Uttar Pradesh,Govind Pashu Vihar Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q3174886,Govind Pashu Vihar Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Har%20Ki%20Dun.jpg,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,30.73333333,78.45,,,485.89,,,,,https://en.wikipedia.org/wiki/Govind_Pashu_Vihar_Wildlife_Sanctuary,none
,Karnataka,Talakaveri Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q7678819,Talakaveri Wildlife Sanctuary,Western Ghats,http://commons.wikimedia.org/wiki/Special:FilePath/Panoramic%20view%20of%20Talakaveri%20Wildlife%20Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Karnataka,12.33333333,75.5,,part of UNESCO World Heritage Site,105.01,,,Talakaveri Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Talakaveri_Wildlife_Sanctuary,none
,Chhattisgarh,Tamor Pingla Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q7681640,Tamor Pingla Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chhattisgarh,23.6,83,,,,,,,,https://en.wikipedia.org/wiki/Tamor_Pingla_Wildlife_Sanctuary,none
,Srikakulam district,Telineelapuram and Telukunchi Bird Sanctuaries,Bird Sanctuary,,,,,[],,,Q7697281,Telineelapuram and Telukunchi Bird Sanctuaries,,,,Srikakulam district,,,,,,,,,,https://en.wikipedia.org/wiki/Telineelapuram_and_Telukunchi_Bird_Sanctuaries,none
,,Terai Arc Landscape,,,,,,[],,,Q7701533,Terai Arc Landscape,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Terai_Arc_Landscape,none
,,Thol Lake,,,,,,[],,,Q7786671,Thol Lake,,http://commons.wikimedia.org/wiki/Special:FilePath/Thol%20Lake%20-%20Gujarat%2C%20India%20-%20Flickr%20-%20Emmanuel%20Dyan%20%2812%29.jpg,,,23.140152,72.392701,,,,https://www.gujarattourism.com/central-zone/ahmedabad/thol-lake-sanctuary.html,,Thol Lake,,https://en.wikipedia.org/wiki/Thol_Lake,none
,,Tiruvidaimarudur Conservation Reserve,,,,,,[],,,Q7809473,Tiruvidaimarudur Conservation Reserve,,http://commons.wikimedia.org/wiki/Special:FilePath/Little%20Egret%20%28Egretta%20garzetta%29-%20Breeding%20plumage-%20in%20Hyderabad%2C%20AP%20W%20IMG%207671.jpg,IUCN category V: Protected Landscape/Seascape,,10.9944,79.4503,,,,,,,,https://en.wikipedia.org/wiki/Tiruvidaimarudur_Conservation_Reserve,none
,,Ushakothi Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q7901902,Ushakothi Wildlife Sanctuary,,,,,21.483333,84.283333,,,,,,,,https://en.wikipedia.org/wiki/Ushakothi_Wildlife_Sanctuary,none
,Uttar Pradesh,Vijai Sagar Sanctuary,Wildlife Sanctuary,,,,,[],,,Q7929078,Vijai Sagar Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,25.298,79.913,,,,,,,,https://en.wikipedia.org/wiki/Vijai_Sagar_Wildlife_Sanctuary,none
,Gondia district,Nawegaon National Park,National Park,,,,,[],,,Q763034,Nawegaon National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Sarus%20Crane%20flexing%20its%20wings.jpg,IUCN category II: National Park,Gondia district,20.93333333,80.16666667,Arjuni Morgaon,,133.88,,,Nawegaon National Park,,https://en.wikipedia.org/wiki/Navegaon_National_Park,none
,Andaman and Nicobar Islands,South Button Island National Park,National Park,,,,,[],,,Q770855,South Button Island National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Button%20Islands-South%20Button.png,IUCN category II: National Park,Andaman and Nicobar Islands,12.22388889,93.02027778,,,0.03,,,,,https://en.wikipedia.org/wiki/South_Button_Island_National_Park,none
,Umaria district,Bandhavgarh National Park,National Park,,,,,[],,,Q806310,Bandhavgarh National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Tigress%20in%20Bandhavgarh%20NP.jpg,IUCN category II: National Park,Umaria district,23.69944444,80.96194444,Umaria,,448,http://mpforest.org/bandhavgarh.html,http://commons.wikimedia.org/wiki/Special:FilePath/Bandhavgarh.jpg,Bandhavgarh National Park,15694340,https://en.wikipedia.org/wiki/Bandhavgarh_National_Park,none
,Maharashtra,Bhimashankar Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q854971,Bhimashankar Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,19.132,73.554,Pune,,131,,,Bhimashankar Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Bhimashankar_Wildlife_Sanctuary,none
,Bhavnagar district,Blackbuck National Park,National Park,,,,,[],,,Q880724,Blackbuck National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Antilope%20cervicapra%20from%20velavadar.JPG,IUCN category II: National Park,Bhavnagar district,22.03333333,72,,,34,,http://commons.wikimedia.org/wiki/Special:FilePath/Blackbuck%20National%20Park%20banner.jpg,Blackbuck National Park,,"https://en.wikipedia.org/wiki/Blackbuck_National_Park,_Velavadar",none
,Thirthahalli,Mandagadde Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q16894577,Mandagadde Bird Sanctuary,,,,Thirthahalli,13.7406,75.4603,,,0.0046,,,Mandagadde Bird Sanctuary,,https://en.wikipedia.org/wiki/Mandagadde_Bird_Sanctuary,none
,Uttar Pradesh,Shekha Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q16900034,Shekha Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,27.8575,78.2185,Aligarh,,,,,,,https://en.wikipedia.org/wiki/Shekha_Bird_Sanctuary,none
,Sikkim,Varsey Rhododendron Sanctuary,Wildlife Sanctuary,,,,,[],,,Q16902550,Varsey Rhododendron Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Barsey%20Rhododendron%20Sanctuary%20in%20late%20april.jpg,IUCN category IV: Habitat/Species Management Area,Sikkim,27.1942,88.1183,Soreng,,104,,,Varsey Rhododendron Sanctuary,,https://en.wikipedia.org/wiki/Varsey_Rhododendron_Sanctuary,none
,Himachal Pradesh,Kanwar Sanctuary,Wildlife Sanctuary,,,,,[],,,Q16948098,Kanwar Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Himachal Pradesh,31.9523,77.3116,,,,,,,,https://en.wikipedia.org/wiki/Kanwar_Sanctuary,none
,Assam,Nambor - Doigrung Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q16954910,Nambor - Doigrung Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Assam,26.4185,93.8728,Golaghat,,,,,,,https://en.wikipedia.org/wiki/Nambor_-_Doigrung_Wildlife_Sanctuary,none
,Haryana,Abubshahar Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q17002774,Abubshahar Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,29.8643,74.6172,,,,,,,,https://en.wikipedia.org/wiki/Abubshahar_Wildlife_Sanctuary,none
,Haryana,Bir Shikargah Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q17002798,Bir Shikargah Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,30.7689,76.96822,,,,,,,,https://en.wikipedia.org/wiki/Bir_Shikargarh_Wildlife_Sanctuary,none
,Haryana,Khol Hi-Raitan Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q17002860,Khol Hi-Raitan Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,30.7077,76.9405,,,,,,,,https://en.wikipedia.org/wiki/Khol_Hi-Raitan_Wildlife_Sanctuary,none
,Haryana,Saraswati Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q17002953,Saraswati Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,29.9928,76.3567,,,,,,,,https://en.wikipedia.org/wiki/Saraswati_Wildlife_Sanctuary,none
,,Achabal Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q17010836,Achabal Wildlife Sanctuary,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Achabal_Wildlife_Sanctuary,none
,Andhra Pradesh,Kolleru Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q17014014,Kolleru Bird Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Egrets%20in%20AP%20W%20IMG%203792.jpg,IUCN category IV: Habitat/Species Management Area,Andhra Pradesh,16.61666667,81.2,Eluru,,,,,Kolleru Bird Sanctuary,,https://en.wikipedia.org/wiki/Kolleru_Bird_Sanctuary,none
,Lower Subansiri district,Talley Valley Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q17033744,Talley Valley Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Lower Subansiri district,27.547681,93.897555,,,337,,,Talley Valley Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Talle_Valley_Wildlife_Sanctuary,none
,Jabalpur district,Dumna Nature Reserve Park,,,,,,[],,,Q17052151,Dumna Nature Reserve Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Main%20Gate%20of%20Dumna%20Nature%20Park.jpg,,Jabalpur district,23.283333333,80.266666666,,,,,,Dumna Nature Reserve Park,,https://en.wikipedia.org/wiki/Dumna_Nature_Reserve_Park,none
,Shopian district,Hirpora Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q17055079,Hirpora Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Hirpora%20Wildlife%20Sanctary%20Shopian.jpg,IUCN category IV: Habitat/Species Management Area,Shopian district; Kulgam district,33.598888888,74.615555555,Shopian,,,,,Hirpora Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Hirpora_Wildlife_Sanctuary,none
,Delhi,Najafgarh drain bird sanctuary,Bird Sanctuary,,,,,[],,,Q17076761,Najafgarh drain bird sanctuary,,,,Delhi,28.504,76.944,,,,,,,,https://en.wikipedia.org/wiki/Najafgarh_drain_bird_sanctuary,none
,Kurnool district,Rollapadu Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q17087471,Rollapadu Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kurnool district,15.745001,78.373052,,,,,,Rollapadu Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Rollapadu_Wildlife_Sanctuary,none
,Ballari district,Daroji Sloth Bear Sanctuary,Wildlife Sanctuary,,,,,[],,,Q17126760,Daroji Sloth Bear Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/MelursusUrsinusFemaleCub.jpg,IUCN category IV: Habitat/Species Management Area,Ballari district,15.23333333,76.51666667,Ballary,,,,,Daroji Sloth Bear Sanctuary,,https://en.wikipedia.org/wiki/Daroji_Sloth_Bear_Sanctuary,none
,,Masai Plateau,,,,,,[],,,Q48725066,Masai Plateau,,,,,16.833961111,74.080644444,Kolhapur,,,,,,,https://en.wikipedia.org/wiki/Masai_Plateau,none
,,"Adavi, Kerala",,,,,,[],,,Q48725510,"Adavi, Kerala",,http://commons.wikimedia.org/wiki/Special:FilePath/Adavi%20Eco%20Tourism.jpg,,,9.2644,76.9355,Thannithode,,,,,,,"https://en.wikipedia.org/wiki/Adavi,_Kerala",none
,Uttar Pradesh,Parvati Arga Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q48729855,Parvati Arga Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,26.933333333,82.15,,,,,,,,https://en.wikipedia.org/wiki/Parvati_Arga_Bird_Sanctuary,none
,,Karikili Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q48730174,Karikili Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,,12.5977,79.8429,,,,,,,,https://en.wikipedia.org/wiki/Karikili_Bird_Sanctuary,none
,Madhya Pradesh,Veerangana Durgavati Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q48731965,Veerangana Durgavati Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,23.547,79.7286,,,,,,,,https://en.wikipedia.org/wiki/Veerangana_Durgavati_Wildlife_Sanctuary,none
,Kandhamal district,Kotgarh Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q51137829,Kotgarh Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kandhamal district,19.8768,83.7531,Baliguda,,,,,,,https://en.wikipedia.org/wiki/Kotgarh_Wildlife_Sanctuary,none
,Chandrapur district,Ghodazari Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q55074851,Ghodazari Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chandrapur district,20.5347429,79.6332774,,,,,,Ghodazari Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Ghodazari_Wildlife_Sanctuary,none
,,Kottur Elephant Sanctuary and Rehabilitation Centre,Wildlife Sanctuary,,,,,[],,,Q105806882,Kottur Elephant Sanctuary and Rehabilitation Centre,,,,,8.4,77.16,,,,,,,,https://en.wikipedia.org/wiki/Kottur_Elephant_Sanctuary_and_Rehabilitation_Centre,none
,Kiphire district,Fakim Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106513444,Fakim Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kiphire district,25.825528,94.954389,,,642,,,,,https://en.wikipedia.org/wiki/Fakim_Wildlife_Sanctuary,none
,Gariaband district,Udanti Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106675739,Udanti Wildlife Sanctuary,Udanti-Sitanadi Tiger Reserve,,IUCN category IV: Habitat/Species Management Area,Gariaband district,20.0716,82.3223,,,237.27,,,,,https://en.wikipedia.org/wiki/Udanti_Wildlife_Sanctuary,none
,Kokrajhar district,Raimona National Park,National Park,,,,,[],,,Q107112206,Raimona National Park,,,IUCN category II: National Park,Kokrajhar district,26.65972,89.97611,,,,,,Raimona National Park,,https://en.wikipedia.org/wiki/Raimona_National_Park,none
,Maharashtra,Koka Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q107283783,Koka Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,21.206861111,79.806333333,,,,,,,,https://en.wikipedia.org/wiki/Koka_Wildlife_Sanctuary,none
,Papum Pare district,Itanagar Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q107313635,Itanagar Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Papum Pare district,27.068472222,93.581361111,,,,,,,,https://en.wikipedia.org/wiki/Itanagar_Wildlife_Sanctuary,none
,,Pritisangam,,,,,,[],,,Q13118992,Pritisangam,,,,,17.285,74.184,Karad,,,,,,,https://en.wikipedia.org/wiki/Pritisangam,none
,Golaghat district,Nambor Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q14618939,Nambor Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Golaghat district,26.39527778,93.8825,Diphu,,,,,,,https://en.wikipedia.org/wiki/Nambor_Wildlife_Sanctuary,none
,Assam,protected area of Assam,,,,,,[],,,Q14621125,protected area of Assam,,,,Assam,,,,,,,,,,https://en.wikipedia.org/wiki/List_of_protected_areas_of_Assam,none
,Assam,Bherjan-Borajan-Padumoni Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q14623369,Bherjan-Borajan-Padumoni Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Assam,27.53,95.37,Tinsukia,,,,,,,https://en.wikipedia.org/wiki/Bherjan-Borajan-Padumoni_Wildlife_Sanctuary,none
,Sivasagar district,Pani Dihing Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q14623377,Pani Dihing Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Sivasagar district,27.12194444,94.59638889,Sivasagar,,,,,,,https://en.wikipedia.org/wiki/Pani_Dihing_Wildlife_Sanctuary,none
,Udalguri district,Bornadi Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q15203562,Bornadi Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Udalguri district,26.80583333,91.74027778,Tangla,,26.22,,,,,https://en.wikipedia.org/wiki/Bornadi_Wildlife_Sanctuary,none
,Maharashtra,Kas Plateau Reserved Forest,,,,,,[],,,Q15234037,Kas Plateau Reserved Forest,Western Ghats,,,Maharashtra,17.7,73.833,,part of UNESCO World Heritage Site,1142,,,,,https://en.wikipedia.org/wiki/Kas_plateau,none
,Krishnagiri district,Melagiri,,,,,,[],,,Q15252877,Melagiri,,http://commons.wikimedia.org/wiki/Special:FilePath/Spider%20Valley%20Aiyur%20Melagiri.jpg,,Krishnagiri district,12.20916667,77.82361111,,,1295,,,,,https://en.wikipedia.org/wiki/Melagiri,none
,Saiha district,Phawngpui National Park,National Park,,,,,[],,,Q15266124,Phawngpui National Park,,,IUCN category II: National Park,Saiha district,22.66666667,93.05,Aizawl,,,,,Blue Mountain National Park,,https://en.wikipedia.org/wiki/Phawngpui_National_Park,none
,Odisha,Nalbana Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q15650265,Nalbana Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Odisha,19.69416667,85.30666667,,Ramsar site,,,,,,https://en.wikipedia.org/wiki/Nalbana_Bird_Sanctuary,none
,Ganjam district,Lakhari Valley Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q15725165,Lakhari Valley Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Ganjam district,19.3031,84.3239,,,,,,,,https://en.wikipedia.org/wiki/Lakhari_Valley_Wildlife_Sanctuary,none
,Uttarakhand,Nanda Devi and Valley of Flowers National Parks,National Park,,,,,[],,,Q15839097,Nanda Devi and Valley of Flowers National Parks,,http://commons.wikimedia.org/wiki/Special:FilePath/Glimpse%20of%20Nanda%20Devi%20amidst%20the%20clouds%20from%20Valley%20of%20Flowers.jpg,,Uttarakhand,30.71667,79.66667,,World Heritage Site,71783,,,Nanda Devi and Valley of Flowers National Parks,,https://en.wikipedia.org/wiki/Nanda_Devi_and_Valley_of_Flowers_National_Parks,none
,Uttar Pradesh,Kaimoor Sanctuary,Wildlife Sanctuary,,,,,[],,,Q15982945,Kaimoor Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,24.685,83.068,,,,,,Kaimoor Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Kaimoor_Wildlife_Sanctuary,none
,Madhya Pradesh,Achanakmar-Amarkantak Biosphere Reserve,,,,,,[],,,Q16058035,Achanakmar-Amarkantak Biosphere Reserve,,,,Madhya Pradesh; Chhattisgarh,22.1086,81.7481,,,,,,,,https://en.wikipedia.org/wiki/Achanakmar-Amarkantak_Biosphere_Reserve,none
,,Bankapur Peacock Sanctuary,Wildlife Sanctuary,,,,,[],,,Q16253187,Bankapur Peacock Sanctuary,,,,,14.92,75.262,,,,,,,,https://en.wikipedia.org/wiki/Bankapura_Peacock_Sanctuary,none
,,Indira Gandhi Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q16847439,Indira Gandhi Wildlife Sanctuary,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Indira_Gandhi_Wildlife_Sanctuary,none
,Ramanathapuram district,Ervadi Dargah Sharif,,,,,,[],,,Q22948452,Ervadi Dargah Sharif,,http://commons.wikimedia.org/wiki/Special:FilePath/Erwadidurgah.jpg,,Ramanathapuram district,9.25,78.851,,,,,,Erwadi Dargah Shariff,,https://en.wikipedia.org/wiki/Erwadi_dargah,none
,Maharashtra,Jayakwadi Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q23581251,Jayakwadi Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,19.5666,75.2122,,,,,,,,https://en.wikipedia.org/wiki/Jayakwadi_Bird_Sanctuary,none
,Chandigarh,Sukhna Lake Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q23995986,Sukhna Lake Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Entrance%20of%20Sukhna%20Wildlife%20Sanctuary%2CChandigarh%2C%20India.JPG,IUCN category IV: Habitat/Species Management Area,Chandigarh,30.7757,76.8512,,,25.98,,,Sukhna Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Sukhna_Wildlife_Sanctuary,none
,Andhra Pradesh,Sri Penusila Narasimha Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q24906034,Sri Penusila Narasimha Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Andhra Pradesh,14.00916667,79.46383333,Nellore,,,,,,,https://en.wikipedia.org/wiki/Sri_Penusila_Narasimha_Wildlife_Sanctuary,none
,Karnataka,Bisle Reserve Forest,,,,,,[],,,Q24931842,Bisle Reserve Forest,,http://commons.wikimedia.org/wiki/Special:FilePath/Bisle-ReserverForest.jpg,,Karnataka,12.732,75.677,,,,,,Bisle Reserve Forest,,https://en.wikipedia.org/wiki/Bisle_Reserve_Forest,none
,Rajasthan,Todgarh-Raoli Sanctuary,Wildlife Sanctuary,,,,,[],,,Q24945625,Todgarh-Raoli Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/An%20inside%20view%20of%20Todgargh%20Rawali%20Sanctuary..jpg,IUCN category IV: Habitat/Species Management Area,Rajasthan,25.658333333,73.873611111,,,,,,,,https://en.wikipedia.org/wiki/Todgarh-Raoli_Wildlife_Sanctuary,none
,Dhamtari district,Sitanadi Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q24946728,Sitanadi Wildlife Sanctuary,Udanti-Sitanadi Tiger Reserve,http://commons.wikimedia.org/wiki/Special:FilePath/Deep%20Forest%20at%20Sitanadi%20Wildlife%20Sanctuary%20of%20Chattisgharh.jpg,IUCN category IV: Habitat/Species Management Area,Dhamtari district,20.1857,81.9362,,,553.36,,,Sitanadi Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Sitanadi_Wildlife_Sanctuary,none
,Bongaigaon district,Kakoijana Reserved Forest,,,,,,[],,,Q24950096,Kakoijana Reserved Forest,,,,Bongaigaon district,26.55,91.0075,,,,http://bongaigaon.gov.in/kakoijana2.htm,,,,https://en.wikipedia.org/wiki/Kakoijana_reserved_forest,none
,Leh district,Changthang Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q26794303,Changthang Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Leh district,33.43355,78.47771,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pangong%20Tso%20lake%20banner.jpg,,,https://en.wikipedia.org/wiki/Changthang_Wildlife_Sanctuary,none
,,Khonoma Nature Conservation and Tragopan Sanctuary,Wildlife Sanctuary,,,,,[],,,Q28173945,Khonoma Nature Conservation and Tragopan Sanctuary,,,,,25.6267,94.0021,Kohima,,,,,,,https://en.wikipedia.org/wiki/Khonoma_Nature_Conservation_and_Tragopan_Sanctuary,none
,Odisha,Kapilasa Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q28174315,Kapilasa Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Odisha,20.7073695,85.8017064,Dhenkanal,,,,,,,https://en.wikipedia.org/wiki/Kapilasa_Wildlife_Sanctuary,none
,Kokrajhar district,Ultapani Reserve Forest,,,,,,[],,,Q28408400,Ultapani Reserve Forest,,,,Kokrajhar district,26.7001611,90.2771247,,,,,,,,https://en.wikipedia.org/wiki/Ultapani_Reserve_Forest,none
,Himachal Pradesh,Inderkilla National Park,National Park,,,,,[],,,Q31708488,Inderkilla National Park,,,IUCN category II: National Park,Himachal Pradesh,32.23,77.41,,,,,,,,https://en.wikipedia.org/wiki/Inderkilla_National_Park,none
